DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour,minute,day_of_week,day_of_year,month,hour_sin,hour_cos,day_sin,day_cos
2020-05-25 08:00:00,0.06948806724712231,7521.6,7840.8571429,152364251.855,-0.3864545443890762,0.12716327623395357,0.1826462675581124,8,0,0,146,5,1.239197614743046,-0.6875913852607484,-0.0896061600358868,-0.46188653888362463
2020-05-25 08:15:00,0.658868215816462,12724.5,10310.875,152366722.375,-0.3131297871918225,0.39080395244453664,0.8702360828247823,8,15,0,146,5,1.239197614743046,-0.6875913852607484,-0.0896061600358868,-0.46188653888362463
2020-05-25 08:30:00,0.8470922761345917,14383.3000001,13688.1428572,152370099.143,-0.07078975677761565,0.8219489009486837,1.0745235547284322,8,30,0,146,5,1.239197614743046,-0.6875913852607484,-0.0896061600358868,-0.46188653888362463
2020-05-25 08:45:00,1.029665386857024,15990.9875,17504.0,152373915.0,0.1267122696936435,1.0714057557739536,1.2520788432531693,8,45,0,146,5,1.239197614743046,-0.6875913852607484,-0.0896061600358868,-0.46188653888362463
2020-05-25 09:00:00,1.2328398131921718,17778.8428572,21738.2857132,152378149.286,0.30278929672196275,1.2552990992189497,1.459933610474103,9,0,0,146,5,1.0147450348512554,-0.9809676991070133,-0.0896061600358868,-0.46188653888362463
2020-05-25 09:15:00,1.3946656063750102,19201.7375,26377.5,152382788.5,0.5276192669833573,1.485660217011329,1.6372745800554716,9,15,0,146,5,1.0147450348512554,-0.9809676991070133,-0.0896061600358868,-0.46188653888362463
2020-05-25 09:30:00,1.5383487731842607,20464.1857142,31344.285713999998,152387755.286,0.6661446702473857,1.5631921891547105,1.7877541964666093,9,30,0,146,5,1.0147450348512554,-0.9809676991070133,-0.0896061600358868,-0.46188653888362463
2020-05-25 09:45:00,1.6805634132593734,21712.8857146,36562.035715,152392973.035,0.780103696631281,1.7132342421541487,1.9516876887318966,9,45,0,146,5,1.0147450348512554,-0.9809676991070133,-0.0896061600358868,-0.46188653888362463
2020-05-25 10:00:00,1.7785570588095074,22572.0428593,42129.035714,152398540.036,0.8207083840532039,1.8443735373698176,2.0854528583371854,10,0,0,146,5,0.7222327377366062,-1.206083262355038,-0.0896061600358868,-0.46188653888362463
2020-05-25 10:15:00,1.7780381384206263,22560.1714283,47713.553572000004,152404124.553,0.9815760947591381,1.9063312812683701,2.193201017234198,10,15,0,146,5,0.7222327377366062,-1.206083262355038,-0.0896061600358868,-0.46188653888362463
2020-05-25 10:30:00,1.9448335385265962,24013.687498,53514.767857,152409925.768,1.0873562364250495,2.059518968510693,2.2903555284780985,10,30,0,146,5,0.7222327377366062,-1.206083262355038,-0.0896061600358868,-0.46188653888362463
2020-05-25 10:45:00,2.0550470357875095,24964.317858,59612.982142,152416023.983,1.169772710094404,2.2774774190127753,2.3887162328898395,10,45,0,146,5,0.7222327377366062,-1.206083262355038,-0.0896061600358868,-0.46188653888362463
2020-05-25 11:00:00,2.1152912538519058,25487.848213,65957.571429,152422368.571,1.333343048568499,2.3858952149227655,2.461559070594357,11,0,0,146,5,0.3815949530480355,-1.3475968213905272,-0.0896061600358868,-0.46188653888362463
2020-05-25 11:15:00,2.160368279206172,25881.605357,72343.839287,152428754.838,1.515869141954427,2.4491521617195677,2.5147462479288647,11,15,0,146,5,0.3815949530480355,-1.3475968213905272,-0.0896061600358868,-0.46188653888362463
2020-05-25 11:30:00,2.212395236560023,26336.675,78906.392857,152435317.393,1.530878091660755,2.4863222708841595,2.579743219462558,11,30,0,146,5,0.3815949530480355,-1.3475968213905272,-0.0896061600358868,-0.46188653888362463
2020-05-25 11:45:00,2.262954062568944,26779.523216,85510.214288,152441921.212,1.6897356721173193,2.285838594807967,2.616456282872542,11,45,0,146,5,0.3815949530480355,-1.3475968213905272,-0.0896061600358868,-0.46188653888362463
2020-05-25 12:00:00,2.2667461579337194,26812.625,92260.589286,152448671.589,1.7003438661278778,2.3539414754555663,2.6382916748601724,12,0,0,146,5,0.016045582881512515,-1.3958644610274267,-0.0896061600358868,-0.46188653888362463
2020-05-25 12:15:00,2.2893513407603705,27011.314287,98966.285714,152455377.28599998,1.8291711627025495,2.295806268353998,2.6564952192996354,12,15,0,146,5,0.016045582881512515,-1.3958644610274267,-0.0896061600358868,-0.46188653888362463
2020-05-25 12:30:00,2.2827126028561566,26952.95,105721.375,152462132.375,1.9132007329077345,2.329210768288089,2.643015057354951,12,30,0,146,5,0.016045582881512515,-1.3958644610274267,-0.0896061600358868,-0.46188653888362463
2020-05-25 12:45:00,2.2541336040422157,26702.37143,112448.571431,152468859.569,1.933118231754433,2.50004443998485,2.6205667336128586,12,45,0,146,5,0.016045582881512515,-1.3958644610274267,-0.0896061600358868,-0.46188653888362463
2020-05-25 13:00:00,2.2162664654923927,26370.9375,119121.375,152475532.375,2.060215397839825,2.4468248291756787,2.5707232440507757,13,0,0,146,5,-0.34950378728501047,-1.3475968213905272,-0.0896061600358868,-0.46188653888362463
2020-05-25 13:15:00,2.1275006864604737,25592.466666,125704.452382,152482115.452,2.2010146471904175,2.5095388777423415,2.4611108297982778,13,15,0,146,5,-0.34950378728501047,-1.3475968213905272,-0.0896061600358868,-0.46188653888362463
2020-05-25 13:30:00,1.9991903946713603,24488.328571,131937.428572,152488348.428,2.254507562628933,2.4596193829858146,2.3007782180632823,13,30,0,146,5,-0.34950378728501047,-1.3475968213905272,-0.0896061600358868,-0.46188653888362463
2020-05-25 13:45:00,2.055994861346926,24972.653573,138115.446428,152494526.447,2.269623562479076,2.3879921624948555,2.346661138085966,13,45,0,146,5,-0.34950378728501047,-1.3475968213905272,-0.0896061600358868,-0.46188653888362463
2020-05-25 14:00:00,1.9947195289627078,24446.066071,144251.642857,152500662.643,2.2218058983899893,2.340893364987014,2.28341745173399,14,0,0,146,5,-0.6901415719735813,-1.2060832623550382,-0.0896061600358868,-0.46188653888362463
2020-05-25 14:15:00,1.7879191885856396,22654.5428563,150186.910712,152506597.913,2.2873174047031988,2.3711173066615023,2.076877412388239,14,15,0,146,5,-0.6901415719735813,-1.2060832623550382,-0.0896061600358868,-0.46188653888362463
2020-05-25 14:30:00,1.6872464662627822,21769.6732142,155770.910715,152512181.91,2.352241383741024,2.164958346862675,1.8841327077256065,14,30,0,146,5,-0.6901415719735813,-1.2060832623550382,-0.0896061600358868,-0.46188653888362463
